"order"	"suborder"	"family"	"genus"	"species"	"year"	"author"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas"	"Dipsas bucephala"	"1802"	"(SHAW, 1802)"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas"	"Dipsas catesbyi"	"1796"	"(SENTZEN, 1796)"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas"	"Dipsas copei"	"1872"	"(GÜNTHER, 1872)"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas"	"Dipsas indica"	"1768"	"LAURENTI, 1768"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas"	"Dipsas lavillai"	"1993"	"(SCROCCHI, PORTO & REY, 1993)"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas"	"Dipsas mikanii"	"1837"	"SCHLEGEL, 1837"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas"	"Dipsas neuwiedi"	"1911"	"(IHERING, 1911)"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas"	"Dipsas pavonina"	"1837"	"SCHLEGEL, 1837"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas"	"Dipsas sazimai"	"2010"	"FERNANDES, MARQUES & ARGÔLO, 2010"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas"	"Dipsas turgida"	"1868"	"(COPE, 1868)"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas"	"Dipsas variegata"	"1854"	"(DUMÉRIL, BIBRON & DUMÉRIL, 1854)"
"Squamata"	"Serpentes"	"Colubridae"	"Dipsas"	"Dipsas ventrimaculata"	"1885"	"(BOULENGER, 1885)"
"Squamata"	"Serpentes"	"Colubridae"	"Ditaxodon"	"Ditaxodon taeniatus"	"1868"	"(PETERS, 1868)"
"Squamata"	"Sauria"	"Teiidae"	"Dracaena"	"Dracaena guianensis"	"1801"	"DAUDIN, 1801"
"Squamata"	"Sauria"	"Teiidae"	"Dracaena"	"Dracaena paraguayensis"	"1950"	"AMARAL, 1950"
"Squamata"	"Serpentes"	"Colubridae"	"Drepanoides"	"Drepanoides anomalus"	"1863"	"(JAN, 1863)"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Dryadosaura"	"Dryadosaura nordestina"	"2005"	"RODRIGUES, XAVIER FREIRE, MACHADO-PELLEGRINO & SITES, 2005"
"Squamata"	"Serpentes"	"Colubridae"	"Drymarchon"	"Drymarchon corais"	"1827"	"(BOIE, 1827)"
"Squamata"	"Serpentes"	"Colubridae"	"Drymobius"	"Drymobius rhombifer"	"1860"	"(GÜNTHER, 1860)"
"Squamata"	"Serpentes"	"Colubridae"	"Drymoluber"	"Drymoluber brazili"	"1918"	"(GOMES, 1918)"
"Squamata"	"Serpentes"	"Colubridae"	"Drymoluber"	"Drymoluber dichrous"	"1863"	"(PETERS, 1863)"
"Squamata"	"Serpentes"	"Colubridae"	"Dryophylax"	"Dryophylax almae"	"2003"	"(FRANCO & FERREIRA, 2003)"
"Squamata"	"Serpentes"	"Colubridae"	"Dryophylax"	"Dryophylax chaquensis"	"1993"	"(BERGNA & ÁLVAREZ, 1993)"
"Squamata"	"Serpentes"	"Colubridae"	"Dryophylax"	"Dryophylax hypoconia"	"1860"	"(COPE, 1860)"
"Squamata"	"Serpentes"	"Colubridae"	"Dryophylax"	"Dryophylax nattereri"	"1820"	"(MIKAN, 1820)"
"Squamata"	"Serpentes"	"Colubridae"	"Dryophylax"	"Dryophylax phoenix"	"2017"	"(FRANCO, TREVINE, MONTINGELLI & ZAHER, 2017)"
"Squamata"	"Serpentes"	"Colubridae"	"Dryophylax"	"Dryophylax ramonriveroi"	"2005"	"(MANZANILLA & SÁNCHEZ, 2005)"
"Squamata"	"Serpentes"	"Colubridae"	"Echinanthera"	"Echinanthera cephalomaculata"	"1994"	"DI BERNARDO, 1994"
"Squamata"	"Serpentes"	"Colubridae"	"Echinanthera"	"Echinanthera cephalostriata"	"1996"	"DI BERNARDO, 1996"
"Squamata"	"Serpentes"	"Colubridae"	"Echinanthera"	"Echinanthera cyanopleura"	"1885"	"(COPE, 1885)"
"Squamata"	"Serpentes"	"Colubridae"	"Echinanthera"	"Echinanthera melanostigma"	"1824"	"(WAGLER, 1824)"
"Squamata"	"Serpentes"	"Colubridae"	"Echinanthera"	"Echinanthera undulata"	"1824"	"(WIED-NEUWIED, 1824)"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Ecpleopus"	"Ecpleopus gaudichaudii"	"1839"	"DUMÉRIL & BIBRON, 1839"
"Squamata"	"Serpentes"	"Colubridae"	"Elapomorphus"	"Elapomorphus quinquelineatus"	"1820"	"(RADDI, 1820)"
"Squamata"	"Serpentes"	"Colubridae"	"Elapomorphus"	"Elapomorphus wuchereri"	"1861"	"GÜNTHER, 1861"
"Squamata"	"Sauria"	"Hoplocercidae"	"Enyalioides"	"Enyalioides laticeps"	"1855"	"(GUICHENOT, 1855)"
"Squamata"	"Sauria"	"Hoplocercidae"	"Enyalioides"	"Enyalioides palpebralis"	"1883"	"(BOULENGER, 1883)"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius"	"Enyalius bibronii"	"1885"	"BOULENGER, 1885"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius"	"Enyalius bilineatus"	"1837"	"(DUMÉRIL & BIBRON, 1837)"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius"	"Enyalius boulengeri"	"1969"	"ETHERIDGE, 1969"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius"	"Enyalius brasiliensis"	"1829"	"(LESSON, 1829)"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius"	"Enyalius capetinga"	"2018"	"BREITMAN, DOMINGOS, BAGLEY, FERRARI, CAVALCANTE, PEREIRA, ABREU, DE LIMA, MORAIS, DEL PRETTE, SILVA, MELLO, CARVALHO, LIMA, SILVA, MATIAS, CARVALHO, PANTOJA, GOMES, PASCHOALETTO, RODRIGUES, TALARICO, BARRETO-LIMA & COLLI, 2018"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius"	"Enyalius catenatus"	"1821"	"(WIED-NEUWIED, 1821)"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius"	"Enyalius erythroceneus"	"2006"	"RODRIGUES, DE FREITAS, SANTOS SILVA & VIÑA BERTOLOTTO, 2006"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius"	"Enyalius iheringii"	"1885"	"BOULENGER, 1885"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius"	"Enyalius leechii"	"1885"	"(BOULENGER, 1885)"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius"	"Enyalius perditus"	"1978"	"JACKSON, 1978"
"Squamata"	"Sauria"	"Leiosauridae"	"Enyalius"	"Enyalius pictus"	"1822"	"(SCHINZ, 1822)"
"Squamata"	"Serpentes"	"Boidae"	"Epicrates"	"Epicrates assisi"	"1944"	"MACHADO, 1944"
"Squamata"	"Serpentes"	"Boidae"	"Epicrates"	"Epicrates cenchria"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Serpentes"	"Boidae"	"Epicrates"	"Epicrates crassus"	"1862"	"COPE, 1862"
"Squamata"	"Serpentes"	"Boidae"	"Epicrates"	"Epicrates maurus"	"1849"	"GRAY, 1849"
"Squamata"	"Serpentes"	"Leptotyphlopidae"	"Epictia"	"Epictia albifrons"	"1824"	"(WAGLER, 1824)"
"Squamata"	"Serpentes"	"Leptotyphlopidae"	"Epictia"	"Epictia australis"	"1968"	"(FREIBERG & OREJAS-MIRANDA, 1968)"
"Squamata"	"Serpentes"	"Leptotyphlopidae"	"Epictia"	"Epictia borapeliotes"	"1996"	"(VANZOLINI, 1996)"
"Squamata"	"Serpentes"	"Leptotyphlopidae"	"Epictia"	"Epictia clinorostris"	"2010"	"ARREDONDO & ZAHER, 2010"
"Squamata"	"Serpentes"	"Leptotyphlopidae"	"Epictia"	"Epictia munoai"	"1961"	"(OREJAS-MIRANDA, 1961)"
"Squamata"	"Serpentes"	"Leptotyphlopidae"	"Epictia"	"Epictia striatula"	"1945"	"(SMITH & LAUFE, 1945)"
"Squamata"	"Serpentes"	"Leptotyphlopidae"	"Epictia"	"Epictia tenella"	"1939"	"(KLAUBER, 1939)"
"Squamata"	"Serpentes"	"Leptotyphlopidae"	"Epictia"	"Epictia vellardi"	"1984"	"(LAURENT, 1984)"
"Testudines"	NA	"Cheloniidae"	"Eretmochelys"	"Eretmochelys imbricata"	"1766"	"(LINNAEUS, 1766)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus aenigma"	"2021"	"ENTIAUSPE-NETO, ABEGG, KOCH, NUÑEZ, AZEVEDO, MORAES, TIUTENKO, BIALVES & LOEBMANN, 2021"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus aesculapii"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus almadensis"	"1824"	"(WAGLER, 1824)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus atraventer"	"1985"	"(DIXON & THOMAS, 1985)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus breviceps"	"1860"	"(COPE, 1860)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus carajasensis"	"1985"	"(CUNHA, NASCIMENTO & ÁVILA-PIRES, 1985)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus cobella"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus dorsocorallinus"	"2007"	"(ESQUEDA, NATERA, LA MARCA & ILIJA-FISTAR, 2007)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus frenatus"	"1909"	"(WERNER, 1909)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus jaegeri"	"1858"	"(GÜNTHER, 1858)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus macrosomus"	"1936"	"(AMARAL, 1936)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus maryellenae"	"1985"	"(DIXON, 1985)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus miliaris"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus mossoroensis"	"1973"	"(HOGE & LIMA-VERDE, 1973)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus oligolepis"	"1905"	"(BOULENGER, 1905)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus poecilogyrus"	"1824"	"(WIED-NEUWIED, 1824)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus pygmaeus"	"1868"	"(COPE, 1868)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus reginae"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus rochai"	"2019"	"ASCENSO, COSTA & PRUDENTE, 2019"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus semiaureus"	"1862"	"(COPE, 1862)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus taeniogaster"	"1863"	"(JAN, 1863)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus trebbaui"	"1958"	"(ROZE, 1958)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus typhlus"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Serpentes"	"Colubridae"	"Erythrolamprus"	"Erythrolamprus viridis"	"1862"	"(GÜNTHER, 1862)"
"Squamata"	"Serpentes"	"Boidae"	"Eunectes"	"Eunectes deschauenseei"	"1936"	"DUNN & CONANT, 1936"
"Squamata"	"Serpentes"	"Boidae"	"Eunectes"	"Eunectes murinus"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Serpentes"	"Boidae"	"Eunectes"	"Eunectes notaeus"	"1862"	"COPE, 1862"
"Squamata"	"Sauria"	"Tropiduridae"	"Eurolophosaurus"	"Eurolophosaurus amathites"	"1984"	"(RODRIGUES, 1984)"
"Squamata"	"Sauria"	"Tropiduridae"	"Eurolophosaurus"	"Eurolophosaurus divaricatus"	"1986"	"(RODRIGUES, 1986)"
"Squamata"	"Sauria"	"Tropiduridae"	"Eurolophosaurus"	"Eurolophosaurus nanuzae"	"1981"	"(RODRIGUES, 1981)"
"Squamata"	"Serpentes"	"Colubridae"	"Eutrachelophis"	"Eutrachelophis papilio"	"2019"	"ZAHER & PRUDENTE, 2019"
"Squamata"	"Sauria"	"Scincidae"	"Exila"	"Exila nigropalmata"	"1918"	"(ANDERSSON, 1918)"
"Squamata"	"Sauria"	"Gekkonidae"	"Gekko"	"Gekko gecko"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Sauria"	"Teiidae"	"Glaucomastix"	"Glaucomastix abaetensis"	"2002"	"(REIS DIAS, ROCHA & VRCIBRADIC, 2002)"
"Squamata"	"Sauria"	"Teiidae"	"Glaucomastix"	"Glaucomastix cyanura"	"2011"	"(ARIAS, DE CARVALHO, RODRIGUES & ZAHER, 2011)"
"Squamata"	"Sauria"	"Teiidae"	"Glaucomastix"	"Glaucomastix itabaianensis"	"2019"	"ROSÁRIO, SANTOS, ARIAS, ROCHA, DIAS, CARVALHO & RODRIGUES, 2019"
"Squamata"	"Sauria"	"Teiidae"	"Glaucomastix"	"Glaucomastix littoralis"	"2000"	"(ROCHA, BAMBERG ARAÚJO, VRCIBRADIC & MAMEDE DA COSTA, 2000)"
"Squamata"	"Sauria"	"Teiidae"	"Glaucomastix"	"Glaucomastix venetacauda"	"2011"	"(ARIAS, DE CARVALHO, RODRIGUES & ZAHER, 2011)"
"Squamata"	"Serpentes"	"Colubridae"	"Gomesophis"	"Gomesophis brasiliensis"	"1918"	"(GOMES, 1918)"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Gonatodes"	"Gonatodes annularis"	"1887"	"BOULENGER, 1887"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Gonatodes"	"Gonatodes concinnatus"	"1881"	"(O'SHAUGHNESSY, 1881)"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Gonatodes"	"Gonatodes eladioi"	"1987"	"NASCIMENTO, AVILA-PIRES & CUNHA, 1987"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Gonatodes"	"Gonatodes hasemani"	"1917"	"GRIFFIN, 1917"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Gonatodes"	"Gonatodes humeralis"	"1855"	"(GUICHENOT, 1855)"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Gonatodes"	"Gonatodes nascimentoi"	"2011"	"STURARO & AVILA-PIRES, 2011"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Gonatodes"	"Gonatodes tapajonicus"	"1980"	"RODRIGUES, 1980"
"Squamata"	"Sauria"	"Phyllodactylidae"	"Gymnodactylus"	"Gymnodactylus amarali"	"1925"	"BARBOUR, 1925"
"Squamata"	"Sauria"	"Phyllodactylidae"	"Gymnodactylus"	"Gymnodactylus darwinii"	"1845"	"(GRAY, 1845)"
"Squamata"	"Sauria"	"Phyllodactylidae"	"Gymnodactylus"	"Gymnodactylus geckoides"	"1825"	"SPIX, 1825"
"Squamata"	"Sauria"	"Phyllodactylidae"	"Gymnodactylus"	"Gymnodactylus guttulatus"	"1982"	"VANZOLINI, 1982"
"Squamata"	"Sauria"	"Phyllodactylidae"	"Gymnodactylus"	"Gymnodactylus vanzolinii"	"2009"	"CASSIMIRO & RODRIGUES, 2009"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Gymnophthalmus"	"Gymnophthalmus leucomystax"	"1991"	"VANZOLINI & CARVALHO, 1991"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Gymnophthalmus"	"Gymnophthalmus underwoodi"	"1958"	"GRANT, 1958"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Gymnophthalmus"	"Gymnophthalmus vanzoi"	"1999"	"CARVALHO, 1999"
"Squamata"	"Serpentes"	"Leptotyphlopidae"	"Habrophallos"	"Habrophallos collaris"	"1977"	"(HOOGMOED, 1977)"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops"	"Helicops acangussu"	"2022"	"MORAES-DA-SILVA, WALTERMAN, CITELI, SALES-NUNES & CURCIO, 2022"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops"	"Helicops angulatus"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops"	"Helicops apiaka"	"2013"	"KAWASHITA-RIBEIRO, ÁVILA & MORAIS, 2013"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops"	"Helicops boitata"	"2019"	"MORAES-DA-SILVA, CECÍLIA AMARO, SALES-NUNES, STRÜSSMANN, TEIXEIRA, ANDRADE, SUDRÉ, RECODER, RODRIGUES & CURCIO, 2019"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops"	"Helicops carinicaudus"	"1824"	"(WIED-NEUWIED, 1824)"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops"	"Helicops gomesi"	"1922"	"AMARAL, 1922"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops"	"Helicops hagmanni"	"1910"	"ROUX, 1910"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops"	"Helicops infrataeniatus"	"1865"	"JAN, 1865"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops"	"Helicops leopardinus"	"1837"	"(SCHLEGEL, 1837)"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops"	"Helicops modestus"	"1861"	"GÜNTHER, 1861"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops"	"Helicops nentur"	"2016"	"COSTA, SANTANA, LEAL, KOROIVA & GARCIA, 2016"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops"	"Helicops phantasma"	"2021"	"MORAES-DA-SILVA, CECÍLIA AMARO, SALES-NUNES, RODRIGUES & CURCIO, 2021"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops"	"Helicops polylepis"	"1861"	"GÜNTHER, 1861"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops"	"Helicops tapajonicus"	"2005"	"DA FROTA, 2005"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops"	"Helicops trivittatus"	"1849"	"(GRAY, 1849)"
"Squamata"	"Serpentes"	"Colubridae"	"Helicops"	"Helicops yacu"	"1975"	"ROSSMAN & DIXON, 1975"
"Squamata"	"Sauria"	"Gekkonidae"	"Hemidactylus"	"Hemidactylus agrius"	"1978"	"VANZOLINI, 1978"
"Squamata"	"Sauria"	"Gekkonidae"	"Hemidactylus"	"Hemidactylus brasilianus"	"1935"	"(AMARAL, 1935)"
"Squamata"	"Sauria"	"Gekkonidae"	"Hemidactylus"	"Hemidactylus mabouia"	"1818"	"(MOREAU DE JONNÈS, 1818)"
"Squamata"	"Sauria"	"Gekkonidae"	"Hemidactylus"	"Hemidactylus palaichthus"	"1969"	"KLUGE, 1969"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Heterodactylus"	"Heterodactylus imbricatus"	"1825"	"SPIX, 1825"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Heterodactylus"	"Heterodactylus lundii"	"1862"	"REINHARDT & LÜTKEN, 1862"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Heterodactylus"	"Heterodactylus septentrionalis"	"2009"	"RODRIGUES, DE FREITAS & SILVA, 2009"
"Squamata"	"Sauria"	"Phyllodactylidae"	"Homonota"	"Homonota uruguayensis"	"1961"	"(VAZ-FERREIRA & SIERRA de SORIANO, 1961)"
"Squamata"	"Sauria"	"Phyllodactylidae"	"Homonota"	"Homonota xiru"	"2023"	"MALLERET, PISETTA, FAGUNDES & VERRASTRO, 2023"
"Squamata"	"Sauria"	"Hoplocercidae"	"Hoplocercus"	"Hoplocercus spinosus"	"1843"	"FITZINGER, 1843"
"Squamata"	"Serpentes"	"Colubridae"	"Hydrodynastes"	"Hydrodynastes bicinctus"	"1804"	"(HERMANN, 1804)"
"Squamata"	"Serpentes"	"Colubridae"	"Hydrodynastes"	"Hydrodynastes gigas"	"1854"	"(DUMÉRIL, BIBRON & DUMÉRIL, 1854)"
"Testudines"	NA	"Chelidae"	"Hydromedusa"	"Hydromedusa maximiliani"	"1825"	"(MIKAN, 1825)"
"Testudines"	NA	"Chelidae"	"Hydromedusa"	"Hydromedusa tectifera"	"1870"	"COPE, 1870"
"Squamata"	"Serpentes"	"Colubridae"	"Hydrops"	"Hydrops caesurus"	"2005"	"SCROCCHI, FERREIRA, GIRAUDO, ÁVILA & MOTTE, 2005"
"Squamata"	"Serpentes"	"Colubridae"	"Hydrops"	"Hydrops martii"	"1824"	"(WAGLER, 1824)"
"Squamata"	"Serpentes"	"Colubridae"	"Hydrops"	"Hydrops triangularis"	"1824"	"(WAGLER, 1824)"
"Squamata"	"Sauria"	"Iguanidae"	"Iguana"	"Iguana iguana"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Serpentes"	"Colubridae"	"Imantodes"	"Imantodes cenchoa"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Serpentes"	"Colubridae"	"Imantodes"	"Imantodes lentiferus"	"1894"	"(COPE, 1894)"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Iphisa"	"Iphisa brunopereira"	"2023"	"MELLO, RECODER, FOUQUET, RODRIGUES & NUNES, 2023"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Iphisa"	"Iphisa dorothy"	"2023"	"MELLO, RECODER, FOUQUET, RODRIGUES & NUNES, 2023"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Iphisa"	"Iphisa elegans"	"1851"	"GRAY, 1851"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Iphisa"	"Iphisa munduruku"	"2023"	"MELLO, RECODER, FOUQUET, RODRIGUES & NUNES, 2023"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Iphisa"	"Iphisa pellegrino"	"2023"	"MELLO, RECODER, FOUQUET, RODRIGUES & NUNES, 2023"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Iphisa"	"Iphisa surui"	"2023"	"MELLO, RECODER, FOUQUET, RODRIGUES & NUNES, 2023"
"Squamata"	"Sauria"	"Teiidae"	"Kentropyx"	"Kentropyx altamazonica"	"1875"	"(COPE, 1875)"
"Squamata"	"Sauria"	"Teiidae"	"Kentropyx"	"Kentropyx calcarata"	"1825"	"SPIX, 1825"
"Squamata"	"Sauria"	"Teiidae"	"Kentropyx"	"Kentropyx paulensis"	"1893"	"(BOETTGER, 1893)"
"Squamata"	"Sauria"	"Teiidae"	"Kentropyx"	"Kentropyx pelviceps"	"1868"	"(COPE, 1868)"
"Squamata"	"Sauria"	"Teiidae"	"Kentropyx"	"Kentropyx striata"	"1802"	"(DAUDIN, 1802)"
"Squamata"	"Sauria"	"Teiidae"	"Kentropyx"	"Kentropyx vanzoi"	"1980"	"GALLAGHER & DIXON, 1980"
"Squamata"	"Sauria"	"Teiidae"	"Kentropyx"	"Kentropyx viridistriga"	"1894"	"(BOULENGER, 1894)"
"Testudines"	NA	"Kinosternidae"	"Kinosternon"	"Kinosternon scorpioides"	"1766"	"(LINNAEUS, 1766)"
"Squamata"	"Serpentes"	"Viperidae"	"Lachesis"	"Lachesis muta"	"1766"	"(LINNAEUS, 1766)"
"Squamata"	"Serpentes"	"Viperidae"	"Lachesis"	"Lachesis rhombeata"	"1824"	"(WIED, 1824)"
"Squamata"	"Sauria"	"Leiosauridae"	"Leiosaurus"	"Leiosaurus paronae"	"1897"	"(PERACCA, 1897)"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Lepidoblepharis"	"Lepidoblepharis heyerorum"	"1978"	"VANZOLINI, 1978"
"Squamata"	"Sauria"	"Sphaerodactylidae"	"Lepidoblepharis"	"Lepidoblepharis hoogmoedi"	"1995"	"AVILA-PIRES, 1995"
"Testudines"	NA	"Cheloniidae"	"Lepidochelys"	"Lepidochelys olivacea"	"1829"	"(ESCHSCHOLTZ, 1829)"
"Squamata"	"Sauria"	"Gekkonidae"	"Lepidodactylus"	"Lepidodactylus lugubris"	"1836"	"(DUMÉRIL & BIBRON, 1836)"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Leposoma"	"Leposoma annectans"	"1952"	"RUIBAL, 1952"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Leposoma"	"Leposoma baturitensis"	"1997"	"RODRIGUES & BORGES, 1997"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Leposoma"	"Leposoma nanodactylus"	"1997"	"RODRIGUES, 1997"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Leposoma"	"Leposoma puk"	"2002"	"RODRIGUES, DIXO, PAVAN & VERDADE, 2002"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Leposoma"	"Leposoma scincoides"	"1825"	"SPIX, 1825"
"Squamata"	"Sauria"	"Gymnophthalmidae"	"Leposoma"	"Leposoma sinepollex"	"2013"	"RODRIGUES, TEXEIRA, RECODER, DAL VECHIO, DAMASCENO & MACHADO-PELLEGRINO, 2013"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Leposternon"	"Leposternon cerradensis"	"2008"	"RIBEIRO, VAZ-SILVA & SANTOS JR, 2008"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Leposternon"	"Leposternon infraorbitale"	"1859"	"(BERTHOLD, 1859)"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Leposternon"	"Leposternon kisteumacheri"	"2000"	"PORTO, SOARES & CARAMASCHI, 2000"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Leposternon"	"Leposternon maximus"	"2011"	"RIBEIRO, NOGUEIRA, CINTRA, DA SILVA & ZAHER, 2011"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Leposternon"	"Leposternon microcephalus"	"1824"	"WAGLER, 1824"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Leposternon"	"Leposternon mineiro"	"2018"	"RIBEIRO, SILVEIRA & SANTOS JR, 2018"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Leposternon"	"Leposternon octostegum"	"1851"	"(DUMÉRIL, 1851)"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Leposternon"	"Leposternon polystegum"	"1851"	"(DUMÉRIL, 1851)"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Leposternon"	"Leposternon scutigerum"	"1820"	"(HEMPRICH, 1820)"
"Squamata"	"Amphisbaenia"	"Amphisbaenidae"	"Leposternon"	"Leposternon wuchereri"	"1879"	"(PETERS, 1879)"
"Squamata"	"Serpentes"	"Colubridae"	"Leptodeira"	"Leptodeira annulata"	"1758"	"(LINNAEUS, 1758)"
"Squamata"	"Serpentes"	"Colubridae"	"Leptodeira"	"Leptodeira ashmeadii"	"1845"	"(HALLOWELL, 1845)"
"Squamata"	"Serpentes"	"Colubridae"	"Leptodeira"	"Leptodeira pulchriceps"	"1958"	"DUELLMAN, 1958"
"Squamata"	"Serpentes"	"Colubridae"	"Leptodeira"	"Leptodeira tarairiu"	"2022"	"COSTA, GRABOSKI, GRAZZIOTIN, ZAHER, RODRIGUES & PRUDENTE, 2022"
