Species name (Binomial),GARD id,Valid (June 2026),Order,sub-order,Family,year described,Major Realm (Falaschi et al. 2023 designation),points 18June2026,only type2,Insularity,mappable (>0 points),have elevation data,max length (SVL or TL),female length  (SVL or TL),male length  (SVL or TL),"newborn size (SVL, Total length or mass)",Activity time data,substrate data,Mode of reproduction data,brood size data,Diet data,Foraging mode data,Length of Activity Season data,Population density data,Home range size data,"Body temperature in activity, data",Preferred temperature metadata,CtMin data,CtMax data,Yearly broods data,breeding age (data),Longevity data,IUCN (April 2026; classifiable?),"trend (IUCN, Apr 2026)",genetic data,score
Acanthophis wellsi,R03383,yes,Squamata,Serpentes,Elapidae,1998,Australo-Pacific,90,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,15
Acanthosaura armata,R00038,yes,Squamata,Sauria,Agamidae,1827,Oriental,34,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,17
Acanthosaura aurantiacrista,R12078,yes,Squamata,Sauria,Agamidae,2020,Oriental,6,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Acanthosaura bintangensis,R00039,yes,Squamata,Sauria,Agamidae,2009,Oriental,2,yes,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
Acanthosaura brachypoda,R00040,yes,Squamata,Sauria,Agamidae,2011,Oriental,9,yes,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9
Acanthosaura capra,R00041,yes,Squamata,Sauria,Agamidae,1861,Oriental,17,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,13
Acanthosaura cardamomensis,R00042,yes,Squamata,Sauria,Agamidae,2010,Oriental,52,no,mainland,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,13
Acanthosaura coronata,R00043,yes,Squamata,Sauria,Agamidae,1861,Oriental,61,no,mainland,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,11
Acanthosaura crucigera,R00044,yes,Squamata,Sauria,Agamidae,1885,Oriental,34,no,mainland,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,14
Acanthosaura cuongi,R13339,yes,Squamata,Sauria,Agamidae,2025,Oriental,7,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Acanthosaura grismeri,R13453,yes,Squamata,Sauria,Agamidae,2025,Oriental,1,yes,mainland,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Acanthosaura hainanensis,R13650,yes,Squamata,Sauria,Agamidae,1899,Oriental,24,no,insular endemic,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Acanthosaura lepidogaster,R00045,yes,Squamata,Sauria,Agamidae,1829,Oriental,266,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13
Acanthosaura liui,R12139,yes,Squamata,Sauria,Agamidae,2020,Oriental,4,no,mainland,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Acanthosaura longicaudata,R12644,yes,Squamata,Sauria,Agamidae,2022,Oriental,25,potentially,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Acanthosaura meridiona,R12551,yes,Squamata,Sauria,Agamidae,2022,Oriental,15,no,mainland,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Acanthosaura murphyi,R11157,yes,Squamata,Sauria,Agamidae,2018,Oriental,25,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Acanthosaura nataliae,R00046,yes,Squamata,Sauria,Agamidae,2006,Oriental,39,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12
Acanthosaura phongdienensis,R11163,yes,Squamata,Sauria,Agamidae,2019,Oriental,24,potentially,mainland,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Acanthosaura phuketensis,R10251,yes,Squamata,Sauria,Agamidae,2015,Oriental,34,no,mainland,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,10
Acanthosaura prasina,R12120,yes,Squamata,Sauria,Agamidae,2020,Oriental,4,no,mainland,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,10
Acanthosaura rubrilabris,R12645,yes,Squamata,Sauria,Agamidae,2022,Oriental,51,no,mainland,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Acanthosaura titiwangsaensis,R00047,yes,Squamata,Sauria,Agamidae,2009,Oriental,6,no,mainland,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,9
Acanthosaura tongbiguanensis,R11670,yes,Squamata,Sauria,Agamidae,2019,Oriental,5,potentially,mainland,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Achalinus ater,R09879,yes,Squamata,Serpentes,Xenodermidae,1937,Oriental,5,no,mainland,1,1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10
Achalinus dabieshanensis,R12892,yes,Squamata,Serpentes,Xenodermidae,2023,Oriental,3,no,mainland,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Achalinus damingensis,R12942,yes,Squamata,Serpentes,Xenodermidae,2023,Oriental,1,yes,mainland,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4
Achalinus dehuaensis,R12446,yes,Squamata,Serpentes,Xenodermidae,2021,Oriental,4,no,mainland,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,10
Achalinus emilyae,R11655,yes,Squamata,Serpentes,Xenodermidae,2019,Oriental,3,no,mainland,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Achalinus formosanus,R09880,yes,Squamata,Serpentes,Xenodermidae,1908,Oriental,19,no,insular endemic,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,11
Achalinus hainanus,R09881,yes,Squamata,Serpentes,Xenodermidae,1975,Oriental,1,yes,insular endemic,1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8
Achalinus huangjietangi,R12363,yes,Squamata,Serpentes,Xenodermidae,2021,Oriental,14,no,mainland,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,10
Achalinus hunanensis,R12919,yes,Squamata,Serpentes,Xenodermidae,2023,Oriental,5,no,mainland,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Achalinus jianghuaensis,R13304,yes,Squamata,Serpentes,Xenodermidae,2024,Oriental,1,yes,mainland,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Achalinus jinggangensis,R09882,yes,Squamata,Serpentes,Xenodermidae,1983,Oriental,15,no,mainland,1,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,13
Achalinus juliani,R11654,yes,Squamata,Serpentes,Xenodermidae,2019,Oriental,3,no,mainland,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Achalinus meiguensis,R09883,yes,Squamata,Serpentes,Xenodermidae,1966,Oriental,8,no,mainland,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,11
Achalinus mirabilis,R13578,yes,Squamata,Serpentes,Xenodermidae,2026,Oriental,5,no,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8
Achalinus nanshanensis,R13030,yes,Squamata,Serpentes,Xenodermidae,2024,Oriental,2,no,mainland,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Achalinus niger,R09884,yes,Squamata,Serpentes,Xenodermidae,1931,Oriental,47,no,insular endemic,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,11
Achalinus ningshanensis,R12729,yes,Squamata,Serpentes,Xenodermidae,2022,Palearctic,15,potentially,mainland,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,9
Achalinus panzhihuaensis,R12344,yes,Squamata,Serpentes,Xenodermidae,2021,Oriental,1,yes,mainland,1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,9
Achalinus pingbianensis,R12171,yes,Squamata,Serpentes,Xenodermidae,2020,Oriental,2,potentially,mainland,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,8
Achalinus quangi,R12896,yes,Squamata,Serpentes,Xenodermidae,2023,Oriental,5,no,mainland,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Achalinus rufescens,R09885,yes,Squamata,Serpentes,Xenodermidae,1888,Oriental,46,no,mainland,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,12
Achalinus sheni,R12974,yes,Squamata,Serpentes,Xenodermidae,2023,Oriental,4,no,mainland,1,1,1,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,9
Achalinus spinalis,R09886,yes,Squamata,Serpentes,Xenodermidae,1869,Oriental,24,no,mainland,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,13
Achalinus timi,R11656,yes,Squamata,Serpentes,Xenodermidae,2019,Oriental,2,yes,mainland,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Achalinus tranganensis,R12195,yes,Squamata,Serpentes,Xenodermidae,2020,Oriental,1,yes,mainland,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Achalinus vanhoensis,R12681,yes,Squamata,Serpentes,Xenodermidae,2022,Oriental,1,yes,mainland,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Achalinus werneri,R09887,yes,Squamata,Serpentes,Xenodermidae,1912,Oriental,2,no,insular endemic,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9
Achalinus yangdatongi,R12345,yes,Squamata,Serpentes,Xenodermidae,2021,Oriental,3,no,mainland,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Achalinus yunkaiensis,R11671,yes,Squamata,Serpentes,Xenodermidae,2019,Oriental,5,potentially,mainland,1,1,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,9
Achalinus zugorum,R12249,yes,Squamata,Serpentes,Xenodermidae,2020,Oriental,1,yes,mainland,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Acontias albigularis,R11412,yes,Squamata,Sauria,Scincidae,2018,Afrotropic,13,no,mainland,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Acontias aurantiacus,R07002,yes,Squamata,Sauria,Scincidae,1854,Afrotropic,13,no,mainland,1,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9
Acontias bicolor,R07003,yes,Squamata,Sauria,Scincidae,1929,Afrotropic,4,no,mainland,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6
Acontias breviceps,R07004,yes,Squamata,Sauria,Scincidae,1925,Afrotropic,45,no,mainland,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11
Acontias cregoi,R07005,yes,Squamata,Sauria,Scincidae,1903,Afrotropic,42,no,mainland,1,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,11
Acontias fitzsimonsi,R11438,yes,Squamata,Sauria,Scincidae,1943,Afrotropic,3,no,mainland,1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9
Acontias gariepensis,R07006,yes,Squamata,Sauria,Scincidae,1941,Afrotropic,15,no,mainland,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,16
Acontias gracilicauda,R07007,yes,Squamata,Sauria,Scincidae,1925,Afrotropic,96,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,14
Acontias jappi,R07008,yes,Squamata,Sauria,Scincidae,1968,Afrotropic,9,no,mainland,1,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10
Acontias kgalagadi,R07009,yes,Squamata,Sauria,Scincidae,2010,Afrotropic,124,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,17
Acontias lineatus,R07010,yes,Squamata,Sauria,Scincidae,1879,Afrotropic,102,no,mainland,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,12
Acontias lineicauda,R13178,yes,Squamata,Sauria,Scincidae,1937,Afrotropic,23,no,mainland,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,7
Acontias meleagris,R07012,yes,Squamata,Sauria,Scincidae,1758,Afrotropic,276,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1,1,18
Acontias mukwando,R12969,yes,Squamata,Sauria,Scincidae,2023,Afrotropic,1,yes,mainland,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6
Acontias namaquensis,R07013,yes,Squamata,Sauria,Scincidae,1938,Afrotropic,14,no,mainland,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9
Acontias occidentalis,R07014,yes,Squamata,Sauria,Scincidae,1941,Afrotropic,97,no,mainland,1,0,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,13
Acontias orientalis,R07015,yes,Squamata,Sauria,Scincidae,1938,Afrotropic,110,no,mainland,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12
Acontias parietalis,R11439,yes,Squamata,Sauria,Scincidae,1990,Afrotropic,9,no,mainland,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6
Acontias percivali,R07016,yes,Squamata,Sauria,Scincidae,1935,Afrotropic,9,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,12
Acontias plumbeus,R07017,yes,Squamata,Sauria,Scincidae,1849,Afrotropic,249,no,mainland,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,14
Acontias richardi,R07019,yes,Squamata,Sauria,Scincidae,1987,Afrotropic,3,no,mainland,1,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,12
Acontias rieppeli,R07020,yes,Squamata,Sauria,Scincidae,2010,Afrotropic,16,no,mainland,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11
Acontias schmitzi,R07021,yes,Squamata,Sauria,Scincidae,2012,Afrotropic,6,no,mainland,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6
Acontias subtaeniatus,R12385,yes,Squamata,Sauria,Scincidae,1968,Afrotropic,2,no,mainland,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5
Acontias wakkerstroomensis,R11418,yes,Squamata,Sauria,Scincidae,2018,Afrotropic,4,no,mainland,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Acrantophis dumerili,R00778,yes,Squamata,Serpentes,Boidae,1860,Madagascan,40,no,insular endemic,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,14
Acrantophis madagascariensis,R00779,yes,Squamata,Serpentes,Boidae,1844,Madagascan,70,no,insular endemic,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,13
Acratosaura mentalis,R04883,yes,Squamata,Sauria,Gymnophthalmidae,1933,Neotropic,40,no,mainland,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,14
Acratosaura spinosa,R04884,yes,Squamata,Sauria,Gymnophthalmidae,2009,Neotropic,4,no,mainland,1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9
Acritoscincus duperreyi,R07082,yes,Squamata,Sauria,Scincidae,1838,Australo-Pacific,840,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,20
Acritoscincus platynotus,R07083,yes,Squamata,Sauria,Scincidae,1881,Australo-Pacific,984,no,mainland,1,0,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,13
Acritoscincus trilineatus,R07084,yes,Squamata,Sauria,Scincidae,1838,Australo-Pacific,143,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,17
Acrochordus arafurae,R00027,yes,Squamata,Serpentes,Acrochordidae,1979,Australo-Pacific,103,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1,16
Acrochordus granulatus,R00028,yes,Squamata,Serpentes,Acrochordidae,1799,Oriental,210,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,16
Acrochordus javanicus,R00029,yes,Squamata,Serpentes,Acrochordidae,1787,Oriental,17,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15
Acutotyphlops banaorum,R09122,yes,Squamata,Serpentes,Typhlopidae,2007,Oriental,1,yes,insular endemic,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Acutotyphlops infralabialis,R09123,yes,Squamata,Serpentes,Typhlopidae,1918,Australo-Pacific,5,no,insular endemic,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
Acutotyphlops kunuaensis,R09124,yes,Squamata,Serpentes,Typhlopidae,1995,Australo-Pacific,11,no,insular endemic,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Acutotyphlops solomonis,R09125,yes,Squamata,Serpentes,Typhlopidae,1939,Australo-Pacific,13,no,insular endemic,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
Acutotyphlops subocularis,R09126,yes,Squamata,Serpentes,Typhlopidae,1897,Australo-Pacific,31,no,insular endemic,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,6
Adelphicos daryi,R02625,yes,Squamata,Serpentes,Colubridae (Dipsadinae),1982,Neotropic,6,no,mainland,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
Adelphicos ibarrorum,R02626,yes,Squamata,Serpentes,Colubridae (Dipsadinae),1988,Neotropic,1,yes,mainland,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8
Adelphicos latifasciatum,R02627,yes,Squamata,Serpentes,Colubridae (Dipsadinae),1966,Neotropic,10,no,mainland,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Adelphicos newmanorum,R10252,yes,Squamata,Serpentes,Colubridae (Dipsadinae),1950,Neotropic,4,no,mainland,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Adelphicos nigrilatum,R02628,yes,Squamata,Serpentes,Colubridae (Dipsadinae),1942,Neotropic,25,potentially,mainland,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,8
Adelphicos quadrivirgatum,R02629,yes,Squamata,Serpentes,Colubridae (Dipsadinae),1862,Neotropic,77,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,13
Adelphicos sargii,R10253,yes,Squamata,Serpentes,Colubridae (Dipsadinae),1885,Neotropic,11,no,mainland,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,6
Adelphicos veraepacis,R02630,yes,Squamata,Serpentes,Colubridae (Dipsadinae),1941,Neotropic,5,no,mainland,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7
Adelphicos visoninum,R10254,yes,Squamata,Serpentes,Colubridae (Dipsadinae),1866,Neotropic,53,no,mainland,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,8
Adelphostigma occipitalis,R03302,yes,Squamata,Serpentes,Colubridae (Dipsadinae),1863,Neotropic,423,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13
Adelphostigma quadriocellata,R03305,yes,Squamata,Serpentes,Colubridae (Dipsadinae),2008,Neotropic,31,no,mainland,1,0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,10
Adercosaurus vixadnexus,R04885,yes,Squamata,Sauria,Gymnophthalmidae,2001,Neotropic,1,yes,mainland,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
Adolfus africanus,R05287,yes,Squamata,Sauria,Lacertidae,1906,Afrotropic,103,no,mainland,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,15
Adolfus alleni,R05288,yes,Squamata,Sauria,Lacertidae,1914,Afrotropic,23,no,mainland,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,13
Adolfus jacksoni,R05289,yes,Squamata,Sauria,Lacertidae,1899,Afrotropic,200,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,14
Adolfus kibonotensis,R11344,yes,Squamata,Sauria,Lacertidae,1907,Afrotropic,56,no,mainland,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
Adolfus masavaensis,R05290,yes,Squamata,Sauria,Lacertidae,2014,Afrotropic,14,no,mainland,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10
Adolfus mathewsensis,R11345,yes,Squamata,Sauria,Lacertidae,2018,Afrotropic,4,no,mainland,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
Advenus montisilvestris,R02614,yes,Squamata,Sauria,Diploglossidae,1973,Neotropic,1,yes,mainland,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7
Aeluroglena cucullata,R01072,yes,Squamata,Serpentes,Colubridae,1898,Afrotropic,15,no,mainland,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
Aeluroscalabotes felinus,R03732,yes,Squamata,Sauria,Eublepharidae,1864,Oriental,73,no,mainland,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,1,17
Afroedura africana,R03768,yes,Squamata,Sauria,Gekkonidae,1888,Afrotropic,26,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,16
Afroedura amatolica,R03769,yes,Squamata,Sauria,Gekkonidae,1925,Afrotropic,41,no,mainland,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12
Afroedura bogerti,R03770,yes,Squamata,Sauria,Gekkonidae,1944,Afrotropic,6,potentially,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,16
Afroedura broadleyi,R03771,yes,Squamata,Sauria,Gekkonidae,2014,Afrotropic,7,no,mainland,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,14
Afroedura donveae,R12269,yes,Squamata,Sauria,Gekkonidae,2021,Afrotropic,4,no,mainland,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11
Afroedura gorongosa,R10255,yes,Squamata,Sauria,Gekkonidae,2017,Afrotropic,3,no,mainland,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,11
Afroedura granitica,R03772,yes,Squamata,Sauria,Gekkonidae,2014,Afrotropic,3,yes,mainland,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10
Afroedura haackei,R03773,yes,Squamata,Sauria,Gekkonidae,1984,Afrotropic,18,no,mainland,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,9
Afroedura halli,R03774,yes,Squamata,Sauria,Gekkonidae,1935,Afrotropic,64,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,14
Afroedura hawequensis,R03775,yes,Squamata,Sauria,Gekkonidae,1985,Afrotropic,21,no,mainland,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,10
Afroedura karroica,R03776,yes,Squamata,Sauria,Gekkonidae,1925,Afrotropic,91,no,mainland,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,15
Afroedura langi,R03777,yes,Squamata,Sauria,Gekkonidae,1930,Afrotropic,11,no,mainland,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12
Afroedura leoloensis,R03778,yes,Squamata,Sauria,Gekkonidae,2014,Afrotropic,2,no,mainland,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,11
Afroedura loveridgei,R03779,yes,Squamata,Sauria,Gekkonidae,1963,Afrotropic,7,no,mainland,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12
